Row,YEAR,MONTH,SEASON,LAKE,CRUISE_ID,VISIT_ID,STATION_ID,STN_DEPTH_M,LATITUDE,LONGITUDE,SAMPLING_DATE,TIME_ZONE,SAMPLE_DEPTH_M,DEPTH_CODE,MEDIUM,SAMPLE_TYPE,QC_TYPE,SAMPLE_ID,ANL_CODE_1,ANALYTE_1,VALUE_1,UNITS_1,FRACTION_1,METHOD_1,RESULT_REMARK_1,ANL_CODE_2,ANALYTE_2,VALUE_2,UNITS_2,FRACTION_2,METHOD_2,RESULT_REMARK_2,ANL_CODE_3,ANALYTE_3,VALUE_3,UNITS_3,FRACTION_3,METHOD_3,RESULT_REMARK_3,ANL_CODE_4,ANALYTE_4,VALUE_4,UNITS_4,FRACTION_4,METHOD_4,RESULT_REMARK_4,ANL_CODE_5,ANALYTE_5,VALUE_5,UNITS_5,FRACTION_5,METHOD_5,RESULT_REMARK_5,
"362","2023","April    ","Spring","Huron","HU2311","HCSSR10A23","HUSR10n","32.5000","44.848633","-83.218450","2023/04/11 18:12","GMT","","Integrated, Spring","surface water","INSITU_MEAS","routine field sample","23GH03I92","Alk-tot as CaCO3","Alkalinity, Total as CaCO3","80.1","mg/l","Total/Bulk","LG500","","Cond","Conductivity","213.4","umho/cm","Total/Bulk","LG500","","pH","pH","8.01","none","Total/Bulk","LG500","","Temp","Temperature","2.416","C","Not applicable","NA","","Turb","Turbidity","0.234","NTU","Total/Bulk","LG500","",
"363","2023","April    ","Spring","Huron","HU2311","HCSHU329A23","HU329n","15.2000","45.917433","-84.339950","2023/04/10 16:29","GMT","2.2000","Surface","surface water","INSITU_MEAS","routine field sample","23GH03S01","Temp","Temperature","1.62","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"364","2023","April    ","Spring","Huron","HU2311","HCSHB1A23","HUHB1n","41.0000","45.672400","-84.201530","2023/04/10 18:44","GMT","1.9000","Surface","surface water","INSITU_MEAS","routine field sample","23GH03S21","Temp","Temperature","1.72","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"365","2023","April    ","Spring","Huron","HU2311","HCSHB1A23","HUHB1n","41.0000","45.672400","-84.201530","2023/04/10 18:44","GMT","4.9000","Five Meter","surface water","INSITU_MEAS","routine field sample","23GH03S2A","Temp","Temperature","1.68","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"366","2023","April    ","Spring","Huron","HU2311","HCSHB1A23","HUHB1n","41.0000","45.672400","-84.201530","2023/04/10 18:44","GMT","10.1000","Ten Meter","surface water","INSITU_MEAS","routine field sample","23GH03S2B","Temp","Temperature","1.67","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"367","2023","April    ","Spring","Huron","HU2311","HCSHB1A23","HUHB1n","41.0000","45.672400","-84.201530","2023/04/10 18:44","GMT","20.2000","Twenty Meter","surface water","INSITU_MEAS","routine field sample","23GH03S2C","Temp","Temperature","1.67","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"368","2023","April    ","Spring","Huron","HU2311","HCSSR3A23","HUSR3n","39.1000","45.324967","-83.417650","2023/04/11 04:57","GMT","2.7000","Surface","surface water","INSITU_MEAS","routine field sample","23GH03S41","Temp","Temperature","1.72","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"369","2023","April    ","Spring","Huron","HU2311","HCSSR3A23","HUSR3n","39.1000","45.324967","-83.417650","2023/04/11 04:57","GMT","5.0000","Five Meter","surface water","INSITU_MEAS","routine field sample","23GH03S4A","Temp","Temperature","1.62","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"370","2023","April    ","Spring","Huron","HU2311","HCSSR3A23","HUSR3n","39.1000","45.324967","-83.417650","2023/04/11 04:57","GMT","10.1000","Ten Meter","surface water","INSITU_MEAS","routine field sample","23GH03S4B","Temp","Temperature","1.62","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"371","2023","April    ","Spring","Huron","HU2311","HCSSR3A23","HUSR3n","39.1000","45.324967","-83.417650","2023/04/11 04:57","GMT","20.2000","Twenty Meter","surface water","INSITU_MEAS","routine field sample","23GH03S4C","Temp","Temperature","1.64","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"372","2023","April    ","Spring","Huron","HU2311","HCSKB479A23","HUKB479n","44.3000","45.644567","-82.489450","2023/04/11 10:36","GMT","2.1000","Surface","surface water","INSITU_MEAS","routine field sample","23GH03S61","Temp","Temperature","2.38","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"373","2023","April    ","Spring","Huron","HU2311","HCSKB479A23","HUKB479n","44.3000","45.644567","-82.489450","2023/04/11 10:36","GMT","5.0000","Five Meter","surface water","INSITU_MEAS","routine field sample","23GH03S6A","Temp","Temperature","2.38","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"374","2023","April    ","Spring","Huron","HU2311","HCSKB479A23","HUKB479n","44.3000","45.644567","-82.489450","2023/04/11 10:36","GMT","10.2000","Ten Meter","surface water","INSITU_MEAS","routine field sample","23GH03S6B","Temp","Temperature","2.38","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"375","2023","April    ","Spring","Huron","HU2311","HCSKB479A23","HUKB479n","44.3000","45.644567","-82.489450","2023/04/11 10:36","GMT","19.9000","Twenty Meter","surface water","INSITU_MEAS","routine field sample","23GH03S6C","Temp","Temperature","2.38","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"376","2023","April    ","Spring","Huron","HU2311","HCSSR10A23","HUSR10n","32.5000","44.848633","-83.218450","2023/04/11 18:12","GMT","1.9000","Surface","surface water","INSITU_MEAS","routine field sample","23GH03S81","Temp","Temperature","2.448","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"377","2023","April    ","Spring","Huron","HU2311","HCSSR10A23","HUSR10n","32.5000","44.848633","-83.218450","2023/04/11 18:12","GMT","5.0000","Five Meter","surface water","INSITU_MEAS","routine field sample","23GH03S8A","Temp","Temperature","2.460","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"378","2023","April    ","Spring","Huron","HU2311","HCSSR10A23","HUSR10n","32.5000","44.848633","-83.218450","2023/04/11 18:12","GMT","10.0000","Ten Meter","surface water","INSITU_MEAS","routine field sample","23GH03S8B","Temp","Temperature","2.46","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"379","2023","April    ","Spring","Huron","HU2311","HCSSR10A23","HUSR10n","32.5000","44.848633","-83.218450","2023/04/11 18:12","GMT","20.0000","Twenty Meter","surface water","INSITU_MEAS","routine field sample","23GH03S8C","Temp","Temperature","2.416","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"380","2023","April    ","Spring","Huron","HU2311","HCSPT2A23","HUPT2","33.4000","44.757867","-81.546233","2023/04/12 06:27","GMT","","Integrated, Spring","surface water","INSITU_MEAS","routine field sample","23GH04I12","Alk-tot as CaCO3","Alkalinity, Total as CaCO3","83.8","mg/l","Total/Bulk","LG500","","Cond","Conductivity","223.4","umho/cm","Total/Bulk","LG500","","pH","pH","8","none","Total/Bulk","LG500","","Temp","Temperature","2.69","C","Not applicable","NA","","Turb","Turbidity","1.43","NTU","Total/Bulk","LG500","",
"381","2023","April    ","Spring","Huron","HU2311","HCSMZ73A23","HUMZ73n","12.0000","44.407767","-83.253367","2023/04/12 14:33","GMT","","Integrated, Spring","surface water","INSITU_MEAS","routine field sample","23GH04I32","Alk-tot as CaCO3","Alkalinity, Total as CaCO3","82.9","mg/l","Total/Bulk","LG500","","Cond","Conductivity","219.6","umho/cm","Total/Bulk","LG500","","pH","pH","8.03","none","Total/Bulk","LG500","","Temp","Temperature","3.19","C","Not applicable","NA","","Turb","Turbidity","1.02","NTU","Total/Bulk","LG500","",
"382","2023","April    ","Spring","Huron","HU2311","HCMZ43A23","HUMZ43n","36.6000","44.082550","-82.747333","2023/04/12 19:36","GMT","","Integrated, Spring","surface water","INSITU_MEAS","routine field sample","23GH04I52","Alk-tot as CaCO3","Alkalinity, Total as CaCO3","80.9","mg/l","Total/Bulk","LG500","","Cond","Conductivity","216.2","umho/cm","Total/Bulk","LG500","","pH","pH","7.69","none","Total/Bulk","LG500","","Temp","Temperature","2.69","C","Not applicable","NA","","Turb","Turbidity","0.379","NTU","Total/Bulk","LG500","",
"383","2023","April    ","Spring","Huron","HU2311","HCSTN12A23","HUTN12n","36.1000","44.134650","-81.930633","2023/04/13 00:45","GMT","","Integrated, Spring","surface water","INSITU_MEAS","routine field sample","23GH04I72","Alk-tot as CaCO3","Alkalinity, Total as CaCO3","78.9","mg/l","Total/Bulk","LG500","","Cond","Conductivity","210.6","umho/cm","Total/Bulk","LG500","","pH","pH","7.98","none","Total/Bulk","LG500","","Temp","Temperature","2.71","C","Not applicable","NA","","Turb","Turbidity","0.97","NTU","Total/Bulk","LG500","",
"384","2023","April    ","Spring","Huron","HU2311","HCSTN10A23","HUTN10n","37.5000","43.800817","-81.903117","2023/04/13 06:02","GMT","","Integrated, Spring","surface water","INSITU_MEAS","routine field sample","23GH04I92","Alk-tot as CaCO3","Alkalinity, Total as CaCO3","78.5","mg/l","Total/Bulk","LG500","","Cond","Conductivity","210.1","umho/cm","Total/Bulk","LG500","","pH","pH","7.55","none","Total/Bulk","LG500","","Temp","Temperature","2.71","C","Not applicable","NA","","Turb","Turbidity","0.225","NTU","Total/Bulk","LG500","",
"385","2023","April    ","Spring","Huron","HU2311","HCSPT2A23","HUPT2","33.4000","44.757867","-81.546233","2023/04/12 06:27","GMT","2.2000","Surface","surface water","INSITU_MEAS","routine field sample","23GH04S01","Temp","Temperature","2.72","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"386","2023","April    ","Spring","Huron","HU2311","HCSPT2A23","HUPT2","33.4000","44.757867","-81.546233","2023/04/12 06:27","GMT","5.1000","Five Meter","surface water","INSITU_MEAS","routine field sample","23GH04S0A","Temp","Temperature","2.69","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"387","2023","April    ","Spring","Huron","HU2311","HCSPT2A23","HUPT2","33.4000","44.757867","-81.546233","2023/04/12 06:27","GMT","10.1000","Ten Meter","surface water","INSITU_MEAS","routine field sample","23GH04S0B","Temp","Temperature","2.69","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"388","2023","April    ","Spring","Huron","HU2311","HCSPT2A23","HUPT2","33.4000","44.757867","-81.546233","2023/04/12 06:27","GMT","20.1000","Twenty Meter","surface water","INSITU_MEAS","routine field sample","23GH04S0C","Temp","Temperature","2.69","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"389","2023","April    ","Spring","Huron","HU2311","HCSMZ73A23","HUMZ73n","12.0000","44.407767","-83.253367","2023/04/12 14:33","GMT","1.9000","Surface","surface water","INSITU_MEAS","routine field sample","23GH04S21","Temp","Temperature","3.19","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"390","2023","April    ","Spring","Huron","HU2311","HCSMZ73A23","HUMZ73n","12.0000","44.407767","-83.253367","2023/04/12 14:33","GMT","5.1000","Five Meter","surface water","INSITU_MEAS","routine field sample","23GH04S2A","Temp","Temperature","3.200","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"391","2023","April    ","Spring","Huron","HU2311","HCSMZ73A23","HUMZ73n","12.0000","44.407767","-83.253367","2023/04/12 14:33","GMT","10.1000","Ten Meter","surface water","INSITU_MEAS","routine field sample","23GH04S2B","Temp","Temperature","3.19","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"392","2023","April    ","Spring","Huron","HU2311","HCMZ43A23","HUMZ43n","36.6000","44.082550","-82.747333","2023/04/12 19:36","GMT","2.3000","Surface","surface water","INSITU_MEAS","routine field sample","23GH04S41","Temp","Temperature","2.66","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"393","2023","April    ","Spring","Huron","HU2311","HCMZ43A23","HUMZ43n","36.6000","44.082550","-82.747333","2023/04/12 19:36","GMT","5.0000","Five Meter","surface water","INSITU_MEAS","routine field sample","23GH04S4A","Temp","Temperature","2.64","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"394","2023","April    ","Spring","Huron","HU2311","HCMZ43A23","HUMZ43n","36.6000","44.082550","-82.747333","2023/04/12 19:36","GMT","10.0000","Ten Meter","surface water","INSITU_MEAS","routine field sample","23GH04S4B","Temp","Temperature","2.64","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"395","2023","April    ","Spring","Huron","HU2311","HCMZ43A23","HUMZ43n","36.6000","44.082550","-82.747333","2023/04/12 19:36","GMT","20.5000","Twenty Meter","surface water","INSITU_MEAS","routine field sample","23GH04S4C","Temp","Temperature","2.69","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"396","2023","April    ","Spring","Huron","HU2311","HCSTN12A23","HUTN12n","36.1000","44.134650","-81.930633","2023/04/13 00:45","GMT","2.1000","Surface","surface water","INSITU_MEAS","routine field sample","23GH04S61","Temp","Temperature","2.71","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"397","2023","April    ","Spring","Huron","HU2311","HCSTN12A23","HUTN12n","36.1000","44.134650","-81.930633","2023/04/13 00:45","GMT","5.0000","Five Meter","surface water","INSITU_MEAS","routine field sample","23GH04S6A","Temp","Temperature","2.71","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"398","2023","April    ","Spring","Huron","HU2311","HCSTN12A23","HUTN12n","36.1000","44.134650","-81.930633","2023/04/13 00:45","GMT","10.1000","Ten Meter","surface water","INSITU_MEAS","routine field sample","23GH04S6B","Temp","Temperature","2.71","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"399","2023","April    ","Spring","Huron","HU2311","HCSTN12A23","HUTN12n","36.1000","44.134650","-81.930633","2023/04/13 00:45","GMT","20.2000","Twenty Meter","surface water","INSITU_MEAS","routine field sample","23GH04S6C","Temp","Temperature","2.71","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"400","2023","April    ","Spring","Huron","HU2311","HCSTN10A23","HUTN10n","37.5000","43.800817","-81.903117","2023/04/13 06:02","GMT","1.9000","Surface","surface water","INSITU_MEAS","routine field sample","23GH04S81","Temp","Temperature","2.71","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"401","2023","April    ","Spring","Huron","HU2311","HCSTN10A23","HUTN10n","37.5000","43.800817","-81.903117","2023/04/13 06:02","GMT","4.9000","Five Meter","surface water","INSITU_MEAS","routine field sample","23GH04S8A","Temp","Temperature","2.71","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"402","2023","April    ","Spring","Huron","HU2311","HCSTN10A23","HUTN10n","37.5000","43.800817","-81.903117","2023/04/13 06:02","GMT","10.0000","Ten Meter","surface water","INSITU_MEAS","routine field sample","23GH04S8B","Temp","Temperature","2.71","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"403","2023","April    ","Spring","Huron","HU2311","HCSTN10A23","HUTN10n","37.5000","43.800817","-81.903117","2023/04/13 06:02","GMT","20.0000","Twenty Meter","surface water","INSITU_MEAS","routine field sample","23GH04S8C","Temp","Temperature","2.71","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"404","2023","April    ","Spring","Huron","HU2311","HCSMZ22A23","HUMZ22n","32.7000","43.423183","-82.420250","2023/04/13 12:33","GMT","33.4000","Integrated, Spring","surface water","Individual QC","routine field sample","23GH05I12","Alk-tot as CaCO3","Alkalinity, Total as CaCO3","79.3","mg/l","Total/Bulk","LG500","","Cond","Conductivity","213.6","umho/cm","Total/Bulk","LG500","","pH","pH","8","none","Total/Bulk","LG500","","Turb","Turbidity","0.275","NTU","Total/Bulk","LG500","","","","","","","","",
"405","2023","April    ","Spring","Huron","HU2311","HCSTN1A23","HUTN1n","30.4000","43.333133","-82.050117","2023/04/13 14:25","GMT","","Integrated, Spring","surface water","INSITU_MEAS","routine field sample","23GH05I32","Alk-tot as CaCO3","Alkalinity, Total as CaCO3","77.4","mg/l","Total/Bulk","LG500","","Cond","Conductivity","209.3","umho/cm","Total/Bulk","LG500","","pH","pH","8.02","none","Total/Bulk","LG500","","Temp","Temperature","2.91","C","Not applicable","NA","","Turb","Turbidity","0.197","NTU","Total/Bulk","LG500","",
"406","2023","April    ","Spring","Huron","HU2311","HCSMZ22A23","HUMZ22n","32.7000","43.423183","-82.420250","2023/04/13 12:33","GMT","2.2000","Surface","surface water","INSITU_MEAS","routine field sample","23GH05S01","Temp","Temperature","2.40","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"407","2023","April    ","Spring","Huron","HU2311","HCSMZ22A23","HUMZ22n","32.7000","43.423183","-82.420250","2023/04/13 12:33","GMT","5.0000","Five Meter","surface water","INSITU_MEAS","routine field sample","23GH05S0A","Temp","Temperature","2.36","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"408","2023","April    ","Spring","Huron","HU2311","HCSMZ22A23","HUMZ22n","32.7000","43.423183","-82.420250","2023/04/13 12:33","GMT","10.1000","Ten Meter","surface water","INSITU_MEAS","routine field sample","23GH05S0B","Temp","Temperature","2.36","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"409","2023","April    ","Spring","Huron","HU2311","HCSMZ22A23","HUMZ22n","32.7000","43.423183","-82.420250","2023/04/13 12:33","GMT","20.3000","Twenty Meter","surface water","INSITU_MEAS","routine field sample","23GH05S0C","Temp","Temperature","2.36","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"410","2023","April    ","Spring","Huron","HU2311","HCSTN1A23","HUTN1n","30.4000","43.333133","-82.050117","2023/04/13 14:25","GMT","2.0000","Surface","surface water","INSITU_MEAS","routine field sample","23GH05S21","Temp","Temperature","2.96","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"411","2023","April    ","Spring","Huron","HU2311","HCSTN1A23","HUTN1n","30.4000","43.333133","-82.050117","2023/04/13 14:25","GMT","5.3000","Five Meter","surface water","INSITU_MEAS","routine field sample","23GH05S2A","Temp","Temperature","2.92","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"412","2023","April    ","Spring","Huron","HU2311","HCSTN1A23","HUTN1n","30.4000","43.333133","-82.050117","2023/04/13 14:25","GMT","10.1000","Ten Meter","surface water","INSITU_MEAS","routine field sample","23GH05S2B","Temp","Temperature","2.91","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"413","2023","April    ","Spring","Huron","HU2311","HCSTN1A23","HUTN1n","30.4000","43.333133","-82.050117","2023/04/13 14:25","GMT","20.4000","Twenty Meter","surface water","INSITU_MEAS","routine field sample","23GH05S2C","Temp","Temperature","2.91","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"414","2023","August   ","Summer","Huron","HU2321","H006G23","HU06","49.8000","43.464050","-82.002300","2023/08/21 13:44","GMT","2.0000","Surface","surface water","Individual QC","lab duplicate","23GH10C01","Temp","Temperature","18.46","C","Not applicable","LG200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"415","2023","August   ","Summer","Huron","HU2321","H009G23","HU09","58.5000","43.630483","-82.218550","2023/08/21 16:01","GMT","57.2000","Bottom Minus","surface water","Individual QC","field duplicate","23GH10D31","Alk-tot as CaCO3","Alkalinity, Total as CaCO3","78.4","mg/l","Total/Bulk","LG500","","Cond","Conductivity","211.9","umho/cm","Total/Bulk","LG500","","pH","pH","8.18","none","Total/Bulk","LG500","","Temp","Temperature","6.07","C","Not applicable","LG200","","Turb","Turbidity","0.238","NTU","Total/Bulk","LG500","Performance Check, failed",
"416","2023","August   ","Summer","Huron","HU2321","H006G23","HU06","49.8000","43.464050","-82.002300","2023/08/21 13:44","GMT","","Integrated, Summer","surface water","INSITU_MEAS","routine field sample","23GH10I12","Temp","Temperature","18.13","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"417","2023","August   ","Summer","Huron","HU2321","H009G23","HU09","58.5000","43.630483","-82.218550","2023/08/21 16:01","GMT","","Integrated, Summer","surface water","INSITU_MEAS","routine field sample","23GH10I32","Temp","Temperature","18.84","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"418","2023","August   ","Summer","Huron","HU2321","H012G23","HU12","88.8000","43.887300","-82.059033","2023/08/21 18:03","GMT","","Integrated, Summer","surface water","INSITU_MEAS","routine field sample","23GH10I52","Temp","Temperature","19.87","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"419","2023","August   ","Summer","Huron","HU2321","H15MG23","HU15M","67.3000","43.997283","-82.353733","2023/08/21 19:58","GMT","","Integrated, Summer","surface water","INSITU_MEAS","routine field sample","23GH10I72","Temp","Temperature","17.85","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"420","2023","August   ","Summer","Huron","HU2321","H093G23","HU93","90.3000","44.097417","-82.118567","2023/08/21 22:35","GMT","","Integrated, Summer","surface water","INSITU_MEAS","routine field sample","23GH10I92","Temp","Temperature","19.57","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"421","2023","August   ","Summer","Huron","HU2321","H093G23","HU93","90.3000","44.097417","-82.118567","2023/08/21 22:35","GMT","","Synthetic Sample","surface water","INSITU_MEAS","field blank","23GH10R80","Alk-tot as CaCO3","Alkalinity, Total as CaCO3","1.3","mg/l","Total/Bulk","LG500","","Cond","Conductivity","LAC","none","Total/Bulk","LG500","No Result Reported, lab accident","Temp","Temperature","No result reported.","C","Not applicable","NA","","Turb","Turbidity","0.086","NTU","Total/Bulk","LG500","Performance Check, failed","","","","","","","",
"422","2023","August   ","Summer","Huron","HU2321","H006G23","HU06","49.8000","43.464050","-82.002300","2023/08/21 13:44","GMT","2.0000","Surface","surface water","INSITU_MEAS","routine field sample","23GH10S01","Alk-tot as CaCO3","Alkalinity, Total as CaCO3","78.1","mg/l","Total/Bulk","LG500","","Cond","Conductivity","209.2","umho/cm","Total/Bulk","LG500","","pH","pH","8.15","none","Total/Bulk","LG500","","Temp","Temperature","18.96","C","Not applicable","NA","","Turb","Turbidity","0.738","NTU","Total/Bulk","LG500","Performance Check, failed",
"423","2023","August   ","Summer","Huron","HU2321","H006G23","HU06","49.8000","43.464050","-82.002300","2023/08/21 13:44","GMT","11.9000","Mid Epilimnion","surface water","INSITU_MEAS","routine field sample","23GH10S02","Alk-tot as CaCO3","Alkalinity, Total as CaCO3","78.1","mg/l","Total/Bulk","LG500","","Cond","Conductivity","211","umho/cm","Total/Bulk","LG500","","pH","pH","8.28","none","Total/Bulk","LG500","","Temp","Temperature","18.79","C","Not applicable","NA","","Turb","Turbidity","0.327","NTU","Total/Bulk","LG500","Performance Check, failed",
"424","2023","August   ","Summer","Huron","HU2321","H006G23","HU06","49.8000","43.464050","-82.002300","2023/08/21 13:44","GMT","40.5000","Mid Hypolimnion","surface water","INSITU_MEAS","routine field sample","23GH10S06","Alk-tot as CaCO3","Alkalinity, Total as CaCO3","79.5","mg/l","Total/Bulk","LG500","","Cond","Conductivity","214.1","umho/cm","Total/Bulk","LG500","","pH","pH","8.08","none","Total/Bulk","LG500","","Temp","Temperature","7.08","C","Not applicable","NA","","Turb","Turbidity","0.428","NTU","Total/Bulk","LG500","Performance Check, failed",
"425","2023","August   ","Summer","Huron","HU2321","H006G23","HU06","49.8000","43.464050","-82.002300","2023/08/21 13:44","GMT","48.6000","Bottom Minus","surface water","INSITU_MEAS","routine field sample","23GH10S11","Alk-tot as CaCO3","Alkalinity, Total as CaCO3","79.4","mg/l","Total/Bulk","LG500","","Cond","Conductivity","215.8","umho/cm","Total/Bulk","LG500","","pH","pH","8.06","none","Total/Bulk","LG500","","Temp","Temperature","6.95","C","Not applicable","NA","","Turb","Turbidity","0.286","NTU","Total/Bulk","LG500","Performance Check, failed",
"426","2023","August   ","Summer","Huron","HU2321","H009G23","HU09","58.5000","43.630483","-82.218550","2023/08/21 16:01","GMT","2.1000","Surface","surface water","INSITU_MEAS","routine field sample","23GH10S21","Alk-tot as CaCO3","Alkalinity, Total as CaCO3","77.8","mg/l","Total/Bulk","LG500","","Cond","Conductivity","210.2","umho/cm","Total/Bulk","LG500","","pH","pH","8.36","none","Total/Bulk","LG500","","Temp","Temperature","19.81","C","Not applicable","NA","","Turb","Turbidity","0.314","NTU","Total/Bulk","LG500","Performance Check, failed",
"427","2023","August   ","Summer","Huron","HU2321","H009G23","HU09","58.5000","43.630483","-82.218550","2023/08/21 16:01","GMT","9.4000","Mid Epilimnion","surface water","INSITU_MEAS","routine field sample","23GH10S22","Alk-tot as CaCO3","Alkalinity, Total as CaCO3","78.1","mg/l","Total/Bulk","LG500","","Cond","Conductivity","210.7","umho/cm","Total/Bulk","LG500","","pH","pH","8.38","none","Total/Bulk","LG500","","Temp","Temperature","19.74","C","Not applicable","NA","","Turb","Turbidity","0.298","NTU","Total/Bulk","LG500","Performance Check, failed",
"428","2023","August   ","Summer","Huron","HU2321","H009G23","HU09","58.5000","43.630483","-82.218550","2023/08/21 16:01","GMT","44.6000","Mid Hypolimnion","surface water","INSITU_MEAS","routine field sample","23GH10S26","Alk-tot as CaCO3","Alkalinity, Total as CaCO3","78.6","mg/l","Total/Bulk","LG500","","Cond","Conductivity","214.2","umho/cm","Total/Bulk","LG500","","pH","pH","8.16","none","Total/Bulk","LG500","","Temp","Temperature","6.11","C","Not applicable","NA","","Turb","Turbidity","0.246","NTU","Total/Bulk","LG500","Performance Check, failed",
"429","2023","August   ","Summer","Huron","HU2321","H009G23","HU09","58.5000","43.630483","-82.218550","2023/08/21 16:01","GMT","49.2000","Bottom Minus 10","surface water","INSITU_MEAS","routine field sample","23GH10S30","Alk-tot as CaCO3","Alkalinity, Total as CaCO3","78.4","mg/l","Total/Bulk","LG500","","Cond","Conductivity","212.4","umho/cm","Total/Bulk","LG500","","pH","pH","8.16","none","Total/Bulk","LG500","","Temp","Temperature","6.09","C","Not applicable","NA","","Turb","Turbidity","0.257","NTU","Total/Bulk","LG500","Performance Check, failed",
"430","2023","August   ","Summer","Huron","HU2321","H009G23","HU09","58.5000","43.630483","-82.218550","2023/08/21 16:01","GMT","57.2000","Bottom Minus","surface water","INSITU_MEAS","routine field sample","23GH10S31","Alk-tot as CaCO3","Alkalinity, Total as CaCO3","78.7","mg/l","Total/Bulk","LG500","","Cond","Conductivity","212.8","umho/cm","Total/Bulk","LG500","","pH","pH","8.18","none","Total/Bulk","LG500","","Temp","Temperature","6.07","C","Not applicable","NA","","Turb","Turbidity","0.246","NTU","Total/Bulk","LG500","Performance Check, failed",
